end_month,window_months,strategy_cagr,spy_cagr,spread
2021-10,60,0.3715523343131677,0.27983949374293293,0.09171284057023477
2021-10,60,0.3684272036440681,0.29021864096669137,0.07820856267737675
2021-10,60,0.3759166049190523,0.30068196022734917,0.07523464469170316
2021-10,60,0.37902332797330596,0.30678671571425453,0.07223661225905142
2021-10,60,0.38321169203391703,0.31292012389312784,0.07029156814078918
2021-10,60,0.3846087040206103,0.3190823192454828,0.06552638477512751
2021-10,60,0.3696900926008777,0.32527343688402244,0.04441665571685527
2021-11,60,0.36960361137266107,0.3114397806546121,0.05816383071804898
2021-11,60,0.36161156610398404,0.29775052484804876,0.06386104125593528
2021-11,60,0.35943584725261024,0.28420416216345834,0.0752316850891519
2021-11,60,0.3489187494508097,0.27079920103368815,0.07811954841712154
2021-11,60,0.35915200069343367,0.2557348060819382,0.10341719461149546
2021-11,60,0.3640380180800038,0.24084898851289194,0.12318902956711186
2021-11,60,0.3661350040724092,0.22613963142230453,0.13999537265010464
